避難收容處所名稱,避難收容處所地址,經度,緯度,室內室外,可容納人數,最近測站ID,最近測站名稱,最近測站位置,周圍空氣污染指數,風險等級,最近測站距離(km),影響測站數量
潮昇國小,北門路25號,120.547724,22.557031,True,875,潮州,潮州,(屏東縣),83.9,warning,4.02,24
新厝里社區活動中心,新三街50號,120.40918,22.560361,True,20,大寮,大寮,(高雄市),93.52,warning,1.71,24
高雄市小港區小港國民小學,平和路1號,120.336089,22.56103,True,300,小港,小港,(高雄市),86.92,warning,0.56,23
志成佛寺,永康路31號,120.5629,22.5614,True,200,潮州,潮州,(屏東縣),83.19,warning,4.26,24
高雄市小港區鳳陽國民小學,鳳陽街2號,120.370393,22.561551,True,600,小港,小港,(高雄市),88.77,warning,3.39,24
潮寮老人活動中心,潮龍路151號,120.430298,22.562091,True,35,大寮,大寮,(高雄市),95.95,warning,0.56,24
新庄國小,屏東縣萬丹鄉新庄村新鐘路410號,120.4803,22.5622,True,60,大寮,大寮,(高雄市),88.77,warning,5.65,24
高雄市立潮寮國民中學,潮寮路51-9號,120.425175,22.563415,True,60,大寮,大寮,(高雄市),97.09,warning,0.08,24
高雄市小港區二苓國民小學,立群路6號,120.3533,22.5638,True,1000,小港,小港,(高雄市),87.39,warning,1.61,24
高雄市立小港高級中學,學府路117號,120.357413,22.565249,True,100,小港,小港,(高雄市),87.62,warning,2.02,24
高雄市大寮區潮寮國小,潮寮路61號,120.425144,22.565716,True,240,大寮,大寮,(高雄市),96.49,warning,0.18,25
國立高雄餐旅大學附屬餐旅高級中等學校,松和路40號,120.371763,22.566216,True,200,小港,小港,(高雄市),88.69,warning,3.49,24
高雄市小港區漢民國民小學,漢民路500號,120.35926,22.566473,True,200,小港,小港,(高雄市),87.7,warning,2.21,24
高雄市立中山國民中學,漢民路352號,120.356421,22.56665,True,700,小港,小港,(高雄市),87.49,warning,1.92,24
高雄市立小港國民中學,平和南路185號,120.338056,22.566732,True,720,小港,小港,(高雄市),86.38,warning,0.11,24
高雄市小港區華山國民小學,華仁街1號,120.3657,22.5677,True,901,小港,小港,(高雄市),88.13,warning,2.88,24
高雄市小港區港和國民小學,平和南路300號,120.3379,22.5681,True,250,小港,小港,(高雄市),86.33,warning,0.25,24
佳興活動中心,1鄰1號,120.6631,22.5703,True,100,潮州,潮州,(屏東縣),80.31,warning,11.71,24
佳佐國小,佳興路59號,120.5956,22.5712,True,100,潮州,潮州,(屏東縣),82.07,warning,6.41,24
萬巒鄉公所展覽廳,中正路36號,120.5678,22.5725,True,100,潮州,潮州,(屏東縣),83.0,warning,5.53,24
高雄市前鎮區佛公國民小學,后平路135號,120.320909,22.572651,True,655,小港,小港,(高雄市),85.45,warning,1.89,25
萬巒國小,褒忠路28號,120.5723,22.5727,True,100,潮州,潮州,(屏東縣),82.83,warning,5.63,24
大明國小,洲中路40號,120.5251,22.5756,True,200,潮州,潮州,(屏東縣),84.88,warning,6.91,25
過溪里社區活動中心,過溪路130號,120.418885,22.576183,True,150,大寮,大寮,(高雄市),93.04,warning,1.49,25
武潭活動中心,潭北巷51號,120.6361,22.578,True,200,潮州,潮州,(屏東縣),80.94,warning,9.82,24
西方道堂,富山路1號,120.6297,22.5802,True,300,潮州,潮州,(屏東縣),81.09,warning,9.48,24
高雄市前鎮區明正國民小學,明道路2號,120.326581,22.580243,True,345,小港,小港,(高雄市),85.42,warning,1.97,25
高雄市立明義國民中學,明義街2號,120.368282,22.582027,True,1000,小港,小港,(高雄市),87.15,warning,3.62,26
清山寺,拷潭路126-1號,120.385461,22.582377,True,80,大寮,大寮,(高雄市),88.41,warning,4.57,26
萬丹國小,屏東縣萬丹鄉寶厝村萬新路1497號,120.4887,22.5826,True,150,大寮,大寮,(高雄市),87.04,warning,6.82,25
竹田國小,公正路35號,120.544,22.5828,True,200,潮州,潮州,(屏東縣),83.77,warning,6.87,25
高雄市小港區桂林國民小學,桂陽路390號,120.350425,22.583128,True,1255,小港,小港,(高雄市),86.04,warning,2.32,26
高雄市立前鎮國民中學,新衙路17號,120.321031,22.583367,True,1200,小港,小港,(高雄市),85.09,warning,2.6,25
高雄市小港區明義國民小學,明義街77號,120.3678,22.5834,True,200,小港,小港,(高雄市),87.05,warning,3.65,26
竹田鄉公所,中正路123號,120.544,22.5847,True,60,潮州,潮州,(屏東縣),83.74,warning,7.07,25
富翔天廈,拷潭路163-1號,120.380306,22.584752,True,70,小港,小港,(高雄市),87.84,warning,4.85,26
高雄市前鎮區前鎮國民小學,新生路200號,120.308702,22.585437,True,473,前鎮,前鎮,(高雄市),84.58,warning,2.11,25
高雄市立興仁國民中學,德昌路345號,120.3139,22.5863,True,945,前鎮,前鎮,(高雄市),84.72,warning,2.1,25
高雄市立前鎮高級中學,鎮中路132號,120.32001,22.586862,True,2236,前鎮,前鎮,(高雄市),84.92,warning,2.29,25
香蘭國小,舊香蘭四鄰28號,120.993452,22.587759,True,80,臺東,臺東,(臺東縣),74.15,warning,24.63,23
高雄市旗津區大汕國民小學,中洲二路203號,120.2877,22.5879,True,250,前鎮,前鎮,(高雄市),84.03,warning,2.81,25
高雄市立旗津國民中學,中洲二路207號,120.286,22.5885,True,600,前鎮,前鎮,(高雄市),83.98,warning,2.9,25
萬巒鄉立幼兒園泗溝分班,永平路53-1號,120.58,22.5885,True,60,潮州,潮州,(屏東縣),82.31,warning,7.52,25
圖書館,屏東縣萬丹鄉和平西路157號,120.4849,22.589,True,40,大寮,大寮,(高雄市),86.97,warning,6.71,25
萬丹鄉行政中心,屏東縣萬丹鄉和平西路155號,120.485,22.5894,True,100,大寮,大寮,(高雄市),86.94,warning,6.74,25
高雄市旗津區公所5樓大禮堂,旗津三路2號5樓,120.284774,22.589974,True,250,前鎮,前鎮,(高雄市),83.92,warning,2.91,25
佛聖宮,內坑路148號,120.381144,22.590008,True,200,鳳山,鳳山,(高雄市),87.56,warning,4.89,26
高雄市鳳山區過埤國民小學,過埤路176號,120.362405,22.590382,True,393,小港,小港,(高雄市),86.4,warning,3.72,26
高雄市立福誠高級中學,五甲三路176號,120.323885,22.590487,True,1139,前鎮,前鎮,(高雄市),84.57,warning,2.23,26
高雄市前鎮區鎮昌國民小學,樹人路261號,120.317983,22.590548,True,1200,前鎮,前鎮,(高雄市),84.71,warning,1.84,25
五溝國小,西盛路89號,120.594,22.5908,True,30,潮州,潮州,(屏東縣),81.85,warning,8.25,25
高雄市大寮區大寮國民小學,大寮路740號,120.416445,22.590861,True,420,大寮,大寮,(高雄市),89.76,warning,3.11,26
佳平活動中心,佳平巷12號,120.628948,22.591406,True,100,潮州,潮州,(屏東縣),80.89,warning,10.3,25
大寮里社區活動中心,大寮路781號,120.416643,22.591471,True,150,大寮,大寮,(高雄市),89.67,warning,3.17,26
泰武國中,5鄰120號,120.6333,22.5915,True,300,潮州,潮州,(屏東縣),80.78,warning,10.62,25
澳洲特區,仁德路16巷31弄12號,120.396834,22.591949,True,100,大寮,大寮,(高雄市),88.47,warning,4.26,26
荷蘭町,仁德路10號之1,120.399701,22.591993,True,200,大寮,大寮,(高雄市),88.65,warning,4.06,26
興華國小,屏東縣萬丹鄉崙頂村崙頂路860號,120.4615,22.5929,True,400,大寮,大寮,(高雄市),87.91,warning,4.9,26
高雄市政府社會局無障礙之家,翠亨北路392號,120.3153,22.5941,True,3,前鎮,前鎮,(高雄市),84.47,warning,1.36,25
高雄市鳳山區南成國民小學,南和街101號,120.335487,22.594316,True,1484,復興,復興,(高雄市),84.95,warning,2.89,26
龍成宮,五甲二路730巷6號,120.3283,22.5945,True,100,復興,復興,(高雄市),84.63,warning,2.3,26
米蘭特區,內坑路108-67號,120.388157,22.594653,True,80,鳳山,鳳山,(高雄市),87.67,warning,4.88,26
四維國小,屏東縣萬丹鄉四維村四維東路567號,120.49,22.595,True,50,大寮,大寮,(高雄市),85.82,warning,7.48,26
僑智國小,學人路55號,120.5566,22.595,True,120,潮州,潮州,(屏東縣),83.04,warning,8.01,25
萬金天主教堂,萬興路24號,120.6112,22.5951,True,250,潮州,潮州,(屏東縣),81.32,warning,9.51,25
嘉蘭國小 Jialan Elementary School,"3鄰132號No.132,Jialan,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",120.961523,22.595308,True,100,臺東,臺東,(臺東縣),74.69,warning,26.31,23
高雄市鳳山區鳳翔國民小學,鳳育路63號,120.340798,22.595332,True,3106,小港,小港,(高雄市),85.16,warning,3.3,26
高雄市立鳳翔國民中學,保義街100號,120.348197,22.59641,True,385,小港,小港,(高雄市),85.46,warning,3.57,26
萬丹國中,屏東縣萬丹鄉萬丹路2段5號,120.4881,22.5966,True,500,大寮,大寮,(高雄市),85.84,warning,7.39,26
嘉蘭村活動中心 Jialan Activity Center,"4鄰嘉蘭219號No.9,Jialan,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",120.959985,22.596696,True,100,臺東,臺東,(臺東縣),74.7,warning,26.33,23
高雄市鳳山區福誠國民小學,忠誠路145號,120.325055,22.596813,True,1267,復興,復興,(高雄市),84.42,warning,1.88,26
高雄市立五甲國民中學,龍成路111號,120.328691,22.598112,True,1178,復興,復興,(高雄市),84.54,warning,2.08,26
高雄市鳳山區中崙國民小學,中崙四路25號,120.350798,22.599431,True,3054,鳳山,鳳山,(高雄市),85.48,warning,3.26,26
大發公有市場3樓,鳳林三路315之22號,120.397972,22.600592,False,120,大寮,大寮,(高雄市),87.71,high risk,4.93,26
高雄市前鎮區瑞祥國民小學,班超路20號,120.326798,22.600692,True,1636,復興,復興,(高雄市),84.38,warning,1.76,26
高雄市旗津區中洲國民小學,旗津三路275號,120.2764,22.6008,True,600,前鎮,前鎮,(高雄市),83.53,warning,3.3,25
高雄市立瑞祥高級中學,班超路63號,120.324758,22.602208,True,1000,復興,復興,(高雄市),84.26,warning,1.49,26
高雄市立大寮幼兒園,上寮路208之25號,120.422136,22.602808,True,150,大寮,大寮,(高雄市),88.22,warning,4.31,26
高雄市立大寮國民中學,進學路150號,120.39266,22.602926,True,150,鳳山,鳳山,(高雄市),87.26,warning,4.58,26
高雄市立中崙國民中學,中崙二路487號,120.353555,22.603304,True,469,鳳山,鳳山,(高雄市),85.47,warning,2.79,26
三隆里社區活動中心,正隆街45號,120.406342,22.60349,True,40,大寮,大寮,(高雄市),87.77,warning,4.79,26
高雄市鳳山區正義國民小學,南昌街55號,120.340127,22.603997,True,1025,復興,復興,(高雄市),84.87,warning,2.93,26
正興村活動中心Zhengxing Activity Center,"2鄰28號No.28,Zhengxing,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",120.996484,22.604086,True,100,臺東,臺東,(臺東縣),73.89,warning,23.08,23
泰武活動中心,大武山一街30號,120.6117,22.6046,True,300,潮州,潮州,(屏東縣),81.21,warning,10.44,25
高雄市立獅甲國民中學,中山三路43號,120.3083,22.6051,True,1200,前鎮,前鎮,(高雄市),83.79,warning,0.07,25
竹田鄉立幼兒園,龍崗路130號,120.5476216,22.60513,True,200,潮州,潮州,(屏東縣),83.15,warning,9.23,25
高雄市大寮區永芳國民小學,鳳林三路499號,120.395195,22.605277,True,600,鳳山,鳳山,(高雄市),87.18,warning,4.64,26
高雄市前鎮區瑞豐國民小學,瑞隆路100號,120.337,22.6061,True,1781,復興,復興,(高雄市),84.68,warning,2.58,26
金湯營區,凱旋路1號,120.3623,22.6077,False,400,鳳山,鳳山,(高雄市),85.67,high risk,2.33,26
中正營區,凱旋路1號,120.3623,22.6077,False,500,鳳山,鳳山,(高雄市),85.67,high risk,2.33,26
高雄市大寮區山頂國民小學,山頂路211號,120.388806,22.607807,True,200,鳳山,鳳山,(高雄市),86.73,warning,3.93,26
高雄市前鎮區復興國民小學,民權二路331號,120.311425,22.608203,True,800,復興,復興,(高雄市),83.6,warning,0.08,26
高雄市前鎮區樂群國民小學,育樂路61號,120.322489,22.608234,True,300,復興,復興,(高雄市),84.03,warning,1.08,26
山頂里社區活動中心,山頂路178號,120.388518,22.608247,True,250,鳳山,鳳山,(高雄市),86.68,warning,3.88,26
高雄市前鎮區民權國民小學,沱江街200號,120.314444,22.608482,True,1568,復興,復興,(高雄市),83.71,warning,0.25,26
高雄市旗津區旗津國民小學,中洲三路623號,120.2715,22.609,True,120,前金,前金,(高雄市),83.29,warning,3.18,25
高雄市竹西里活動中心,廣東三街73號3樓,120.3198654,22.60930404,True,100,復興,復興,(高雄市),83.9,warning,0.81,26
內埔國小,廣濟路2號,120.5659,22.61,True,120,潮州,潮州,(屏東縣),82.42,warning,9.67,25
高雄市立中正高級工業職業學校,光華二路80號,120.317629,22.610595,True,1000,復興,復興,(高雄市),83.8,warning,0.61,26
高雄市立光華國民中學,和平二路170號,120.322944,22.61083,True,600,復興,復興,(高雄市),84.0,warning,1.15,26
內埔鄉文康中心,文化路183號,120.5695,22.611,True,120,潮州,潮州,(屏東縣),82.29,warning,9.81,25
高雄市立瑞豐國民中學,瑞興街99號,120.331091,22.611085,True,200,復興,復興,(高雄市),84.32,warning,1.98,26
內埔國中,文化路262號,120.5705,22.6113,True,120,潮州,潮州,(屏東縣),82.26,warning,9.85,25
大王國小,文化路60號,121.003685,22.613304,True,100,臺東,臺東,(臺東縣),73.62,warning,21.82,23
高雄市鳳山區新甲國民小學,新富路255號,120.339923,22.613771,True,2199,鳳山,鳳山,(高雄市),84.61,warning,2.4,26
高雄市苓雅區成功國民小學,華新街59號,120.297064,22.613929,True,920,前鎮,前鎮,(高雄市),83.52,warning,1.56,25
高雄市前鎮區愛群國民小學,二聖二路194號,120.312716,22.61396,True,1000,復興,復興,(高雄市),83.58,warning,0.59,26
武侯宮,琉球路64號,120.411173,22.613987,True,200,大寮,大寮,(高雄市),86.87,warning,5.73,26
光武里社區活動中心,民生路317-1號,120.384658,22.614458,True,20,鳳山,鳳山,(高雄市),86.15,warning,3.18,26
高雄市苓洲國民小學,四維四路61號,120.3005,22.6145,True,855,復興,復興,(高雄市),83.58,warning,1.35,25
順安府,11鄰順安路39號,120.993368,22.614936,True,50,臺東,臺東,(臺東縣),73.82,warning,22.44,23
太麻里鄉老人會館,11鄰順安路33號,120.993368,22.614936,True,100,臺東,臺東,(臺東縣),73.82,warning,22.44,23
社皮國小,屏東縣萬丹鄉社皮路二段550號,120.4681,22.615,True,100,屏東,屏東,(屏東縣),85.61,warning,6.77,26
高雄市立英明國民中學,英明路147號,120.324395,22.615251,True,1382,復興,復興,(高雄市),83.98,warning,1.46,26
東寧國小,自強路85號,120.5629,22.6155,True,120,屏東,屏東,(屏東縣),81.88,warning,10.0,26
老人文康活動中心,屏東縣萬丹鄉大昌路495號,120.4691,22.6157,True,150,屏東,屏東,(屏東縣),85.51,warning,6.67,26
老人文康活動中心,屏東縣萬丹鄉大昌路495號,120.4691,22.6157,True,150,屏東,屏東,(屏東縣),85.51,warning,6.67,26
廣安國小,屏東縣萬丹鄉廣安村廣志街8巷15號,120.4905,22.6157,True,30,屏東,屏東,(屏東縣),84.54,warning,6.39,26
竹田國中,龍南路26號,120.524088,22.615722,True,600,屏東,屏東,(屏東縣),83.17,warning,7.37,26
黃厝北極上帝殿,黃厝路35之10號,120.410497,22.616179,True,200,鳳山,鳳山,(高雄市),86.66,warning,5.61,26
富田國小,里仁路202號,120.5401,22.6163,True,120,屏東,屏東,(屏東縣),82.59,warning,8.27,26
高雄市大寮區忠義國民小學,忠義路1號,120.384143,22.616353,True,200,鳳山,鳳山,(高雄市),86.02,warning,3.04,26
高雄市立鳳甲國民中學,輜汽路300號,120.342588,22.616576,True,1917,鳳山,鳳山,(高雄市),84.65,warning,1.99,26
高雄市鳳山區誠正國民小學,黃埔新村國校巷78號,120.363867,22.616848,True,641,鳳山,鳳山,(高雄市),85.4,warning,1.42,26
高雄市鳳山區鳳西國民小學,光華東路100號,120.358728,22.61715,True,1711,鳳山,鳳山,(高雄市),85.23,warning,1.23,26
高雄市鳳山區忠孝國民小學,新富路630號,120.349428,22.617854,True,1898,鳳山,鳳山,(高雄市),84.89,warning,1.41,26
高雄市立苓雅國民中學,四維三路176號,120.30541,22.618047,True,945,復興,復興,(高雄市),83.31,warning,1.24,26
忠義里里辦公處2樓,商協福利路59-1號,120.382478,22.618515,True,20,鳳山,鳳山,(高雄市),85.85,warning,2.78,26
中興里社區活動中心,文化路2巷2號,120.387461,22.618811,True,25,鳳山,鳳山,(高雄市),85.97,warning,3.25,26
高雄市苓雅區福康國民小學,漢陽街17號,120.32935,22.618957,True,1764,復興,復興,(高雄市),84.09,warning,2.11,26
黃埔營區,維武路1號,120.3656,22.6192,False,600,鳳山,鳳山,(高雄市),85.37,high risk,1.3,26
高雄市立忠孝國民中學,國泰路2段81號,120.346448,22.619923,True,1800,鳳山,鳳山,(高雄市),84.73,warning,1.45,26
新濱營區,鼓山一路1號,120.2745,22.6202,False,230,前金,前金,(高雄市),83.07,high risk,1.98,25
高雄市政府社會局安琪兒家園,四維三路2號9樓,120.312,22.6205,True,3,復興,復興,(高雄市),83.47,warning,1.31,26
高雄市政府社會局陽光家園,四維三路2號9樓,120.312,22.6205,True,3,復興,復興,(高雄市),83.47,warning,1.31,26
高雄市苓雅區五權國民小學,三多二路100號,120.324166,22.62062,True,582,復興,復興,(高雄市),83.88,warning,1.82,26
育英國小,育文路73號,120.5815,22.6207,True,120,潮州,潮州,(屏東縣),81.23,warning,11.05,26
高雄市立高雄高級女子中學,五福三路122號,120.2927,22.6209,True,1145,前金,前金,(高雄市),83.29,warning,1.57,25
高雄市鹽埕區光榮國民小學,大智路150號,120.288,22.621,True,200,前金,前金,(高雄市),83.2,warning,1.44,25
謝府元帥廟,前庄路49號,120.393778,22.621389,True,50,鳳山,鳳山,(高雄市),85.95,warning,3.81,26
高雄市鹽埕區忠孝國民小學,大智路71號,120.2852,22.6216,True,563,前金,前金,(高雄市),83.14,warning,1.38,25
沙鹿幼兒園埔子分班,正義路218號,120.3381,22.6219,True,116,鳳山,鳳山,(高雄市),84.36,warning,2.1,26
高雄市苓雅區四維國民小學,青年一路103號,120.312653,22.623092,True,2236,復興,復興,(高雄市),83.45,warning,1.6,26
翁園里社區活動中心,翁園路79之1號,120.408663,22.623246,True,60,鳳山,鳳山,(高雄市),86.06,warning,5.29,26
